instance,disjunctive terms,restart,root gap closed,additional root gap closed,iterations
ran13x13,16,0,1.517337375434107e-11,-4.801336018707114,1
ran13x13,16,1,1.517337375434107e-11,0.0,1
ran13x13,16,2,0.03459259157174214,0.03459259155656876,2
ran13x13,16,3,1.517337375434107e-11,-0.03459259155656876,1
ran13x13,16,4,0.03459259157174133,0.03459259155656795,2
ran13x13,16,5,1.517337375434107e-11,-0.03459259155656795,1
ran13x13,16,6,0.043251393115677855,0.04325139310050448,3
ran13x13,16,7,1.517337375434107e-11,-0.04325139310050448,1
ran13x13,16,8,0.03459259157174133,0.03459259155656795,2
ran13x13,16,9,1.517337375434107e-11,-0.03459259155656795,1
ran13x13,16,10,0.03459259157174133,0.03459259155656795,2
ran13x13,16,11,1.517337375434107e-11,-0.03459259155656795,1
ran13x13,16,12,0.043375118268673046,0.04337511825349967,4
ran13x13,16,13,1.517337375434107e-11,-0.04337511825349967,1
ran13x13,16,14,0.03459259157174214,0.03459259155656876,2
ran13x13,16,15,0.030636411774077978,-0.003956179797664161,2
ran13x13,16,16,0.03061574027261827,-2.0671501459706976e-05,2
ran13x13,16,17,0.042004962079125956,0.011389221806507685,3
ran13x13,16,18,0.031890760752163856,-0.0101142013269621,3
ran13x13,16,19,1.517337375434107e-11,-0.03189076073699048,1
ran13x13,16,20,0.04326375920286771,0.04326375918769433,3
assign1-5-8,16,0,3.672126643852552e-14,-6.4028950489891185,1
assign1-5-8,16,1,3.672126643852552e-14,0.0,1
assign1-5-8,16,2,0.017287226477493093,0.017287226477456372,5
assign1-5-8,16,3,0.024022593990429133,0.00673536751293604,5
bienst1,16,0,5.005627547541307e-14,-0.3347280334726864,1
bienst1,16,1,5.005627547541307e-14,0.0,1
bienst1,16,2,5.005627547541307e-14,0.0,1
bienst1,16,3,5.005627547541307e-14,0.0,1
neos17,16,0,4.590520445225435e-10,-0.004563979653416454,1
neos17,16,1,0.001517380325150846,0.0015173798660988015,2
neos17,16,2,0.004301985384087491,0.0027846050589366454,3
neos17,16,3,4.590520445225435e-10,-0.004301984925035447,1
neos17,16,4,0.007520575620857898,0.007520575161805853,2
neos17,16,5,4.590520445225435e-10,-0.007520575161805853,1
neos17,16,6,0.017859223136446663,0.01785922267739462,4
neos17,16,7,0.0052504649452042905,-0.012608758191242374,4
gen-ip054,16,0,1.245376960558261e-09,-89.3019103815549,1
gen-ip054,16,1,0.01549529494797897,0.015495293702602008,2
gen-ip054,16,2,0.03430575251055595,0.018810457562576977,11
gen-ip054,16,3,0.04178040034776669,0.007474647837210746,14
gen-ip054,16,4,0.04261983552961718,0.0008394351818504855,10
gen-ip054,16,5,0.0431683271524206,0.0005484916228034251,10
gen-ip054,16,6,0.045143754576378155,0.0019754274239575514,11
gen-ip054,16,7,0.05368534343358549,0.008541588857207336,13
gen-ip054,16,8,0.050409849969664494,-0.0032754934639209962,11
gen-ip054,16,9,0.0540112316659938,0.0036013816963293074,13
gen-ip054,16,10,0.053681161838049676,-0.00033006982794412526,11
gen-ip054,16,11,0.053094339894708645,-0.0005868219433410315,12
gen-ip054,16,12,0.055779218937588436,0.002684879042879791,11
gen-ip054,16,13,0.05422002005482948,-0.001559198882758954,10
gen-ip054,16,14,0.05802292226074493,0.0038029022059154483,16
gen-ip054,16,15,0.05706991172302458,-0.0009530105377203515,12
gen-ip054,16,16,0.05605873172443857,-0.0010111799985860065,13
gen-ip054,16,17,0.05739694765043866,0.0013382159260000859,13
gen-ip054,16,18,0.056355075258431954,-0.0010418723920067041,11
gen-ip054,16,19,0.05586636088357675,-0.0004887143748552036,11
gen-ip054,16,20,0.05665585521498894,0.000789494331412191,10
gt2,16,0,9.631068313034882e-14,-1.7467739686899282,1
gt2,16,1,9.631068313034882e-14,0.0,1
gt2,16,2,0.01521555377669715,0.01521555377660084,2
gt2,16,3,0.02000320509885693,0.004787651322159778,7
gt2,16,4,0.005755793667716775,-0.014247411431140155,4
gt2,16,5,0.002816240233279695,-0.0029395534344370798,2
gt2,16,6,0.005059929742421235,0.0022436895091415402,3
gt2,16,7,0.02005264311530455,0.014992713372883314,9
gt2,16,8,0.04032741544938682,0.02027477233408227,13
gt2,16,9,0.04512932519664528,0.0048019097472584635,12
gt2,16,10,0.043624459858866926,-0.001504865337778355,11
gt2,16,11,0.05249476252197057,0.008870302663103645,9
gt2,16,12,0.20031996299559926,0.14782520047362868,16
exp-1-500-5-5,16,0,0.0,-0.7588650597190464,1
exp-1-500-5-5,16,1,0.0,0.0,1
exp-1-500-5-5,16,2,0.0063832426221486025,0.0063832426221486025,2
exp-1-500-5-5,16,3,0.0,-0.0063832426221486025,1
exp-1-500-5-5,16,4,0.00638324262000767,0.00638324262000767,2
exp-1-500-5-5,16,5,0.0,-0.00638324262000767,1
exp-1-500-5-5,16,6,0.01674788201129976,0.01674788201129976,4
exp-1-500-5-5,16,7,0.0,-0.01674788201129976,1
exp-1-500-5-5,16,8,0.0064686923532162295,0.0064686923532162295,2
exp-1-500-5-5,16,9,0.006468692012845968,-3.403702614895865e-10,3
exp-1-500-5-5,16,10,0.0,-0.006468692012845968,1
exp-1-500-5-5,16,11,0.006468689146911513,0.006468689146911513,2
exp-1-500-5-5,16,12,0.0064683281985579676,-3.6094835354546356e-07,3
exp-1-500-5-5,16,13,0.0,-0.0064683281985579676,1
exp-1-500-5-5,16,14,0.006438308751619466,0.006438308751619466,2
exp-1-500-5-5,16,15,0.0064686894744935735,3.0380722874107785e-05,3
exp-1-500-5-5,16,16,0.0,-0.0064686894744935735,1
exp-1-500-5-5,16,17,0.006468689485967594,0.006468689485967594,2
exp-1-500-5-5,16,18,0.0,-0.006468689485967594,1
exp-1-500-5-5,16,19,0.016811909787157103,0.016811909787157103,4
exp-1-500-5-5,16,20,0.0,-0.016811909787157103,1
ej,16,0,0.0,-3.9204924138471795e-05,1
ej,16,1,0.0,0.0,2
ej,16,2,2.26225517769485e-05,2.26225517769485e-05,3
ej,16,3,7.712084371807768e-05,5.449829194112918e-05,5
ej,16,4,0.00012897984902292525,5.1859005304847564e-05,7
ej,16,5,0.00018067898581447428,5.169913679154903e-05,7
ej,16,6,0.000205801651589578,2.512266577510373e-05,5
ej,16,7,0.00022757728866830014,2.1775637078722134e-05,3
ej,16,8,0.00024531614900670854,1.7738860338408397e-05,6
ej,16,9,0.0002845170529804108,3.920090397370224e-05,8
ej,16,10,0.00033637035371791044,5.185330073749966e-05,11
ej,16,11,0.00036165360223811016,2.528324852019972e-05,5
ej,16,12,0.0003995804271979085,3.7926824959798365e-05,8
ej,16,13,0.000400569515142424,9.890879445154533e-07,4
ej,16,14,0.00040037139971967734,-1.9811542274663762e-07,3
ej,16,15,0.0004005695470681541,1.9814734847676358e-07,3
ej,16,16,0.0004005695334398947,-1.362825938254833e-11,3
ej,16,17,0.0004005695194161044,-1.4023790321279067e-11,3
ej,16,18,0.00040056950578300465,-1.3633099748937283e-11,3
ej,16,19,0.0004005695038112777,-1.971726926695838e-12,3
ej,16,20,0.0004005695141058252,1.029454749527578e-11,3
pigeon-10,16,0,7.594280754036641e-10,-9.99999999240572,1
pigeon-10,16,1,7.594280754036641e-10,0.0,1
pigeon-10,16,2,7.594280754036641e-10,0.0,1
pigeon-10,16,3,7.594280754036641e-10,0.0,2
22433,16,0,2.015340240136228e-12,-89.82188956179608,1
neos-1425699,16,0,0.0,-706.4467649247401,1
neos-1425699,16,1,0.0,0.0,1
neos-1425699,16,2,0.0,0.0,2
neos-1425699,16,3,0.0,0.0,1
neos-1425699,16,4,0.0,0.0,2
neos-1425699,16,5,0.0,0.0,1
neos-1425699,16,6,0.0,0.0,2
neos-1425699,16,7,0.0,0.0,1
neos-1425699,16,8,0.0,0.0,2
neos-1425699,16,9,0.0,0.0,1
neos-1425699,16,10,0.0,0.0,3
neos-1425699,16,11,0.0,0.0,3
neos-1425699,16,12,0.0,0.0,1
neos-1425699,16,13,0.0,0.0,3
neos-1425699,16,14,0.0,0.0,1
neos-1425699,16,15,2.1218166084701501e-13,2.1218166084701501e-13,2
neos-1425699,16,16,0.0,-2.1218166084701501e-13,1
neos-1425699,16,17,0.9205733596063709,0.9205733596063709,4
neos-5192052-neckar,16,0,6.008532739454375e-14,-38.64516129032049,1
neos-3611447-jijia,16,0,5.480356995866444e-13,-7.370000977798737,1
neos-3611447-jijia,16,1,5.480356995866444e-13,0.0,1
neos-3611447-jijia,16,2,0.010951403149069398,0.010951403148521362,2
neos-3611447-jijia,16,3,5.480356995866444e-13,-0.010951403148521362,1
neos-3611447-jijia,16,4,0.08888237019703286,0.08888237019648483,2
neos-3611447-jijia,16,5,5.480356995866444e-13,-0.08888237019648483,1
neos-3611447-jijia,16,6,0.11586975652732352,0.11586975652677549,3
neos-1442119,16,0,4.2834358264214057e-10,-181.99999992204147,1
neos-1442119,16,1,4.2834358264214057e-10,0.0,2
neos-1442119,16,2,4.283151609327223e-10,-2.8421709418254792e-14,3
neos-1442119,16,3,4.2834358264214057e-10,2.8421709418254792e-14,1
nexp-50-20-1-1,16,0,2.9445969472256666e-13,-0.708928571427774,1
nexp-50-20-1-1,16,1,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,2,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,3,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,4,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,5,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,6,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,7,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,8,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,9,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,10,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,11,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,12,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,13,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,14,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,15,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,16,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,17,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,18,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,19,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,16,20,2.9445969472256666e-13,0.0,1
neos-2624317-amur,16,0,0.0,0.0,1
neos-2624317-amur,16,1,0.0,0.0,2
neos-2624317-amur,16,2,0.0,0.0,2
neos-2624317-amur,16,3,0.0,0.0,5
neos-2624317-amur,16,4,0.0,0.0,1
sp150x300d,16,0,0.44148402807620873,0.3651902101622827,1
sp150x300d,16,1,0.44148402807620873,0.0,1
sp150x300d,16,2,0.4508392720725356,0.009355243996326867,2
sp150x300d,16,3,0.44148402807620873,-0.009355243996326867,1
sp150x300d,16,4,0.45701100097611835,0.015526972899909619,2
sp150x300d,16,5,0.44148402807620873,-0.015526972899909619,1
sp150x300d,16,6,0.45707719431139676,0.015593166235188027,2
sp150x300d,16,7,0.44148402807620873,-0.015593166235188027,1
sp150x300d,16,8,0.46423942505260846,0.022755396976399722,2
sp150x300d,16,9,0.47728383715521994,0.01304441210261148,3
sp150x300d,16,10,0.44148402807620873,-0.0357998090790112,1
sp150x300d,16,11,0.49124127387454514,0.0497572457983364,2
sp150x300d,16,12,0.44148402807620873,-0.0497572457983364,1
sp150x300d,16,13,0.49265327305575524,0.0511692449795465,2
sp150x300d,16,14,0.44148402807620873,-0.0511692449795465,1
sp150x300d,16,15,0.4926535097165175,0.05116948164030877,2
sp150x300d,16,16,0.44148402807620873,-0.05116948164030877,1
sp150x300d,16,17,0.4926486623349413,0.05116463425873258,2
sp150x300d,16,18,0.44148402807620885,-0.051164634258732467,4
sp150x300d,16,19,0.44148402807620873,-1.1102230246251565e-16,1
sp150x300d,16,20,0.5057037340343383,0.06421970595812959,2
neos-3610051-istra,16,0,1.1318326809648218e-12,-10.02439710326984,1
neos-3610051-istra,16,1,1.1318326809648218e-12,0.0,2
neos-3610051-istra,16,2,1.1318326809648218e-12,0.0,1
blend2,16,0,1.7534543444162767e-12,-10.120847445322141,1
blend2,16,1,0.03278055128389822,0.03278055128214477,2
blend2,16,2,0.034290162313837316,0.0015096110299390939,2
blend2,16,3,0.0346367898470046,0.0003466275331672833,2
blend2,16,4,0.005427954107921358,-0.02920883573908324,3
blend2,16,5,0.03428975067354143,0.028861796565620074,3
blend2,16,6,0.03423056033682625,-5.9190336715184144e-05,5
blend2,16,7,0.01979547657670654,-0.014435083760119708,4
blend2,16,8,0.03278064821441764,0.0129851716377111,3
blend2,16,9,0.025712285496653553,-0.007068362717764086,4
blend2,16,10,0.03445418598184417,0.008741900485190614,3
blend2,16,11,0.04464408027703857,0.010189894295194402,4
bppc8-02,16,0,4.769301484904557e-13,-23.73170731706097,1
bppc8-02,16,1,4.68611599388878e-13,-8.31854910157773e-15,2
bppc8-02,16,2,4.68611599388878e-13,0.0,4
bppc8-02,16,3,4.741572987899298e-13,5.54569940105182e-15,10
bppc8-02,16,4,0.26656032213161607,0.2665603221311419,20
control30-3-2-3,32,0,1.937731385392827e-14,-1.0000008311217525,1
control30-3-2-3,32,1,1.937731385392827e-14,0.0,1
control30-3-2-3,32,2,1.937731385392827e-14,0.0,1
control30-3-2-3,32,3,1.937731385392827e-14,0.0,1
control30-3-2-3,32,4,1.937731385392827e-14,0.0,1
control30-3-2-3,32,5,1.937731385392827e-14,0.0,1
control30-3-2-3,32,6,1.937731385392827e-14,0.0,1
control30-3-2-3,32,7,1.937731385392827e-14,0.0,1
control30-3-2-3,32,8,1.937731385392827e-14,0.0,1
control30-3-2-3,32,9,1.937731385392827e-14,0.0,1
control30-3-2-3,32,10,1.937731385392827e-14,0.0,1
control30-3-2-3,32,11,1.937731385392827e-14,0.0,1
control30-3-2-3,32,12,1.937731385392827e-14,0.0,1
control30-3-2-3,32,13,1.937731385392827e-14,0.0,1
control30-3-2-3,32,14,1.937731385392827e-14,0.0,1
control30-3-2-3,32,15,1.937731385392827e-14,0.0,1
control30-3-2-3,32,16,1.937731385392827e-14,0.0,1
control30-3-2-3,32,17,1.937731385392827e-14,0.0,1
control30-3-2-3,32,18,1.937731385392827e-14,0.0,1
control30-3-2-3,32,19,1.937731385392827e-14,0.0,1
control30-3-2-3,32,20,1.937731385392827e-14,0.0,1
k16x240b,16,0,4.957461796240994e-15,-0.41138215974793374,1
k16x240b,16,1,0.06805682060896402,0.06805682060895907,15
k16x240b,16,2,4.957461796240994e-15,-0.06805682060895907,1
k16x240b,16,3,0.03071400444989418,0.030714004449889223,2
k16x240b,16,4,0.03200982997965849,0.0012958255297643093,4
k16x240b,16,5,0.042680799638656855,0.010670969658998365,5
beavma,16,0,0.011791118030443115,-0.6729235194468408,1
beavma,16,1,0.011791118030443115,0.0,1
beavma,16,2,0.011791118030443115,0.0,1
beavma,16,3,0.02938565089862203,0.017594532868178914,2
beavma,16,4,0.011791118030443115,-0.017594532868178914,1
beavma,16,5,0.023646275496765953,0.011855157466322838,2
beavma,16,6,0.011791118030443115,-0.011855157466322838,1
beavma,16,7,0.03929988608536223,0.027508768054919114,2
beavma,16,8,0.011791118030443115,-0.027508768054919114,1
beavma,16,9,0.04511930941469189,0.03332819138424877,2
beavma,16,10,0.011791118030443115,-0.03332819138424877,1
beavma,16,11,0.05730150854201821,0.04551039051157509,2
beavma,16,12,0.011791118030443115,-0.04551039051157509,1
beavma,16,13,0.06411593325198867,0.05232481522154555,2
beavma,16,14,0.011791118030443115,-0.05232481522154555,1
beavma,16,15,0.05073944049140644,0.038948322460963324,2
beavma,16,16,0.05198933556237409,0.0012498950709676493,3
beavma,16,17,0.011791118030443115,-0.04019821753193097,1
beavma,16,18,0.05607818939567425,0.044287071365231134,2
beavma,16,19,0.011791118030443115,-0.044287071365231134,1
beavma,16,20,0.04798416959028853,0.03619305155984542,2
gen-ip036,32,0,0.0,-180.81817438850504,1
gen-ip036,32,1,0.07486966174752735,0.07486966174752735,10
gen-ip036,32,2,0.09739217571775827,0.022522513970230917,10
gen-ip036,32,3,0.1147838734293237,0.01739169771156543,14
gen-ip036,32,4,0.1064617255623262,-0.00832214786699749,10
gen-ip036,32,5,0.12368083043090541,0.017219104868579208,12
gen-ip036,32,6,0.10738108788986792,-0.0162997425410375,11
gen-ip036,32,7,0.10450375632006631,-0.0028773315698016055,10
bppc8-09,16,0,1.7034081848510751e-12,-16.123813541416055,1
bppc8-09,16,1,1.7075326598749276e-12,4.124475023852473e-15,2
bppc8-09,16,2,1.7075326598749276e-12,0.0,6
neos-3046615-murg,16,0,4.0169887618255504e-15,-0.13636363636362778,1
neos-3046615-murg,16,1,4.0169887618255504e-15,0.0,1
neos-3046615-murg,16,2,4.0169887618255504e-15,0.0,1
neos-3046615-murg,16,3,4.0169887618255504e-15,0.0,2
neos-3046615-murg,16,4,4.0169887618255504e-15,0.0,2
neos-3046615-murg,16,5,4.0169887618255504e-15,0.0,1
neos-3046615-murg,16,6,4.0169887618255504e-15,0.0,2
neos-3046615-murg,16,7,4.0169887618255504e-15,0.0,2
neos-3046615-murg,16,8,4.0169887618255504e-15,0.0,2
neos-3046615-murg,16,9,4.057360508175556e-15,4.037174635000526e-17,3
neos-3046615-murg,16,10,3.976617015475544e-15,-8.074349270001131e-17,2
neos-3046615-murg,16,11,4.0169887618255504e-15,4.037174635000605e-17,1
neos-3046615-murg,16,12,4.0169887618255504e-15,0.0,2
neos-3046615-murg,16,13,4.0169887618255504e-15,0.0,2
neos-3046615-murg,16,14,4.0169887618255504e-15,0.0,1
neos-3046615-murg,16,15,4.0169887618255504e-15,0.0,2
neos-3046615-murg,16,16,3.976617015475544e-15,-4.037174635000605e-17,4
neos-3046615-murg,16,17,3.976617015475544e-15,0.0,2
neos-3046615-murg,16,18,4.057360508175556e-15,8.074349270001131e-17,2
neos-3046615-murg,16,19,4.057360508175556e-15,0.0,3
neos-3046615-murg,16,20,4.0169887618255504e-15,-4.037174635000526e-17,1
timtab1,16,0,8.154930634662796e-16,-0.038982281769049984,1
timtab1,16,1,8.154930634662796e-16,0.0,1
timtab1,16,2,0.005929997803078121,0.005929997803077305,2
timtab1,16,3,8.154930634662796e-16,-0.005929997803077305,1
timtab1,16,4,0.010191130003801015,0.0101911300038002,2
timtab1,16,5,8.154930634662796e-16,-0.0101911300038002,1
timtab1,16,6,0.006795377464716916,0.006795377464716101,2
timtab1,16,7,8.154930634662796e-16,-0.006795377464716101,1
timtab1,16,8,0.015771220357335927,0.015771220357335112,2
timtab1,16,9,8.154930634662796e-16,-0.015771220357335112,1
timtab1,16,10,0.007355249775283304,0.007355249775282489,2
timtab1,16,11,8.154930634662796e-16,-0.007355249775282489,1
timtab1,16,12,0.015524500953747482,0.015524500953746667,4
timtab1,16,13,8.154930634662796e-16,-0.015524500953746667,1
timtab1,16,14,0.01340867594773047,0.013408675947729655,2
timtab1,16,15,8.154930634662796e-16,-0.013408675947729655,1
timtab1,16,16,0.013432974804212149,0.013432974804211333,2
timtab1,16,17,8.154930634662796e-16,-0.013432974804211333,1
timtab1,16,18,0.012832399490993166,0.01283239949099235,2
timtab1,16,19,8.154930634662796e-16,-0.01283239949099235,1
timtab1,16,20,0.015775580931372536,0.01577558093137172,2
mik-250-20-75-2,16,0,7.892182050364876e-16,-6.50677064901911,1
mik-250-20-75-2,16,1,0.037330378733157095,0.037330378733156304,5
mik-250-20-75-2,16,2,0.09096374871471698,0.05363336998155988,8
mik-250-20-75-2,16,3,0.03448455423798466,-0.05647919447673232,5
mik-250-20-75-2,16,4,0.07901272263681466,0.044528168398830004,11
mik-250-20-75-2,16,5,0.10292624949935159,0.02391352686253692,7
mik-250-20-75-2,16,6,0.08439283771593913,-0.01853341178341246,7
mik-250-20-75-2,16,7,0.09028637189317956,0.0058935341772404365,7
mik-250-20-75-2,16,8,0.08822100083746875,-0.0020653710557108074,5
mik-250-20-75-2,16,9,0.09940794471700595,0.011186943879537198,7
mik-250-20-75-2,16,10,0.15168438279268046,0.0522764380756745,10
mik-250-20-75-2,16,11,0.13680677523161516,-0.014877607561065292,9
mik-250-20-75-2,16,12,0.20879685493732994,0.07199007970571478,20
mik-250-20-75-2,16,13,0.12014305096843864,-0.0886538039688913,7
mik-250-20-75-2,16,14,0.1982401882940119,0.07809713732557327,10
neos-3610173-itata,16,0,2.5132137223100657e-12,-10.311171399604886,1
neos-3610173-itata,16,1,2.5132137223100657e-12,0.0,1
neos-3610173-itata,16,2,2.5132137223100657e-12,0.0,1
supportcase16,32,0,3.2905234091967486e-11,-16.9999999993748,1
neos-3072252-nete,16,0,0.0,-8.72489729626445,1
neos-3072252-nete,16,1,0.0,0.0,1
neos-3072252-nete,16,2,0.0,0.0,1
neos-3072252-nete,16,3,0.0,0.0,1
neos-3072252-nete,16,4,0.0,0.0,1
neos-3072252-nete,16,5,0.0,0.0,1
neos-3072252-nete,16,6,0.0,0.0,1
neos-3072252-nete,16,7,0.0,0.0,1
neos-3072252-nete,16,8,0.0,0.0,1
neos-3072252-nete,16,9,0.0,0.0,1
neos-3072252-nete,16,10,0.0,0.0,1
neos-3072252-nete,16,11,0.0,0.0,1
neos-3072252-nete,16,12,0.0,0.0,1
neos-3610040-iskar,16,0,9.459721902511766e-13,-10.728449414446068,1
neos-3610040-iskar,16,1,9.459721902511766e-13,0.0,1
neos-3610040-iskar,16,2,0.007603762632214498,0.007603762631268525,2
neos-3610040-iskar,16,3,9.459721902511766e-13,-0.007603762631268525,1
neos-3610040-iskar,16,4,9.459721902511766e-13,0.0,1
neos-3610040-iskar,16,5,0.0076037626322054885,0.007603762631259516,2
neos-3610040-iskar,16,6,9.459721902511766e-13,-0.007603762631259516,1
neos-3610040-iskar,16,7,0.007604862293141541,0.0076048622921955685,2
neos-3610040-iskar,16,8,9.459721902511766e-13,-0.0076048622921955685,1
neos-3610040-iskar,16,9,0.0076037626322054885,0.007603762631259516,2
neos-3610040-iskar,16,10,9.459721902511766e-13,-0.007603762631259516,1
prod2,16,0,0.0,-2.631578947368429,1
prod2,16,1,8.227336940380147e-15,8.227336940380147e-15,2
prod2,16,2,3.365728748337333e-15,-4.861608192042814e-15,4
prod2,16,3,1.4958794437054813e-15,-1.8698493046318516e-15,9
gr4x6,32,0,2.808335574662979e-12,-11.044642857106194,1
timtab1CUTS,16,0,9.394424089912479e-14,-4.058621282454951,1
timtab1CUTS,16,1,9.394424089912479e-14,0.0,1
timtab1CUTS,16,2,9.394424089912479e-14,0.0,1
timtab1CUTS,16,3,9.394424089912479e-14,0.0,1
timtab1CUTS,16,4,9.394424089912479e-14,0.0,1
markshare1,32,0,0.0,0.0,1
markshare1,32,1,0.0,0.0,8
markshare1,32,2,0.0,0.0,10
markshare1,32,3,0.0,0.0,10
markshare1,32,4,0.0,0.0,10
markshare1,32,5,0.0,0.0,10
markshare1,32,6,0.0,0.0,10
markshare1,32,7,0.0,0.0,10
markshare1,32,8,0.0,0.0,10
markshare1,32,9,0.0,0.0,10
markshare1,32,10,0.0,0.0,10
markshare1,32,11,0.0,0.0,10
markshare1,32,12,0.0,0.0,10
markshare1,32,13,0.0,0.0,10
aflow30a,16,0,1.4832457694640497e-12,-5.623479644696729,1
aflow30a,16,1,1.4832457694640497e-12,0.0,1
aflow30a,16,2,0.010419439546061848,0.010419439544578602,2
aflow30a,16,3,1.4832457694640497e-12,-0.010419439544578602,1
aflow30a,16,4,0.011520746415116356,0.01152074641363311,2
aflow30a,16,5,1.4832457694640497e-12,-0.01152074641363311,1
aflow30a,16,6,0.03196160955175576,0.03196160955027252,2
aflow30a,16,7,1.4832457694640497e-12,-0.03196160955027252,1
aflow30a,16,8,0.03207919481614597,0.032079194814662725,2
aflow30a,16,9,1.4832457694640497e-12,-0.032079194814662725,1
aflow30a,16,10,0.03206749592698792,0.032067495925504674,2
aflow30a,16,11,1.4832457694640497e-12,-0.032067495925504674,1
aflow30a,16,12,0.03207926174539848,0.03207926174391523,2
aflow30a,16,13,1.4832457694640497e-12,-0.03207926174391523,1
mas76,32,0,6.54813060861287e-15,-35.003277152203246,1
mas76,32,1,0.11025281549542304,0.11025281549541649,18
mas76,32,2,0.3511510041899921,0.24089818869456908,20
mas76,32,3,3.521052051464771,3.169901047274779,20
b-ball,32,0,9.428711779500546e-12,-5.714285714231833,1
b-ball,32,1,9.428711779500546e-12,0.0,2
b-ball,32,2,9.435690324226696e-12,6.9785447261492614e-15,4
b-ball,32,3,9.430107488445775e-12,-5.582835780920055e-15,5
b-ball,32,4,9.427316070555315e-12,-2.7914178904600277e-15,10
b-ball,32,5,9.424524652664855e-12,-2.7914178904600277e-15,10
b-ball,32,6,9.430107488445775e-12,5.582835780920055e-15,10
b-ball,32,7,9.405682581904251e-12,-2.442490654152403e-14,10
neos-5140963-mincio,32,0,1.9950844618292669e-13,-1.6093183466272711,1
neos-5140963-mincio,32,1,1.9950844618292669e-13,0.0,3
neos-5140963-mincio,32,2,1.9950844618292669e-13,0.0,3
neos-5140963-mincio,32,3,1.9950844618292669e-13,0.0,1
neos-5140963-mincio,32,4,1.9950844618292669e-13,0.0,2
neos-5140963-mincio,32,5,1.9950844618292669e-13,0.0,1
neos-5140963-mincio,32,6,1.9950844618292669e-13,0.0,5
neos-5140963-mincio,32,7,1.9950844618292669e-13,0.0,2
neos-5140963-mincio,32,8,1.9950844618292669e-13,0.0,1
neos-5140963-mincio,32,9,1.9983821220967532e-13,3.297660267486338e-16,7
neos-5140963-mincio,32,10,1.9950844618292669e-13,-3.297660267486338e-16,2
neos-5140963-mincio,32,11,1.9950844618292669e-13,0.0,1
neos-5140963-mincio,32,12,1.9983821220967532e-13,3.297660267486338e-16,4
neos-5140963-mincio,32,13,1.9950844618292669e-13,-3.297660267486338e-16,3
neos-5140963-mincio,32,14,1.9917868015617805e-13,-3.297660267486338e-16,3
neos-5140963-mincio,32,15,1.9950844618292669e-13,3.297660267486338e-16,3
neos-5140963-mincio,32,16,0.02956776082528796,0.029567760825088454,8
neos5,32,0,3.133493464692223e-12,-6.499999999973365,1
neos5,32,1,0.14942747522770966,0.14942747522457617,20
neos5,32,2,0.185131615822521,0.035704140594811334,20
neos5,32,3,0.20273638023702012,0.017604764414499124,20
danoint,16,0,1.4506921388334107e-11,-20.676557961343388,1
danoint,16,1,1.4506921388334107e-11,0.0,1
neos-1430701,32,0,7.80576663874759e-09,-77.9999993911699,1
neos-1430701,32,1,7.80576663874759e-09,0.0,1
neos-1430701,32,2,7.80576663874759e-09,0.0,1
neos-1430701,32,3,7.805510843364714e-09,-2.5579538287682207e-13,2
neos-1430701,32,4,7.80576663874759e-09,2.5579538287682207e-13,1
neos-1430701,32,5,7.805510843364714e-09,-2.5579538287682207e-13,2
mik-250-20-75-4,16,0,0.0,-6.593553980501524,1
mik-250-20-75-4,16,1,0.05922174530542964,0.05922174530542964,15
mik-250-20-75-4,16,2,0.06124713417352295,0.0020253888680933085,8
mik-250-20-75-4,16,3,0.05097144893875285,-0.010275685234770099,5
mik-250-20-75-4,16,4,0.06375062667961509,0.012779177740862242,5
mik-250-20-75-4,16,5,0.09144073374406421,0.027690107064449118,12
mik-250-20-75-4,16,6,0.0986495977320762,0.007208863988011988,8
mik-250-20-75-4,16,7,0.15632512506166168,0.05767552732958549,20
mik-250-20-75-4,16,8,0.1016926921105747,-0.05463243295108698,6
mik-250-20-75-4,16,9,0.11562516295695972,0.01393247084638502,10
mik-250-20-75-4,16,10,0.10747278286093252,-0.0081523800960272,6
mik-250-20-75-4,16,11,0.13120476337351744,0.02373198051258492,10
mik-250-20-75-4,16,12,0.09692942427103209,-0.034275339102485355,6
mik-250-20-75-4,16,13,0.0947667030297085,-0.0021627212413235924,6
